"Vitamin
and
alternative
name",Sources,"Recommended
daily
allowance",Function,"Problems
associated with
deficiency"
,"Whole grains,
enriched bread and
cereals, milk, meat",1.1–1.2 mg,"Carbohydrate
metabolism",
