Mineral,Sources,"Recommended
daily
allowance",Function,"Problems
associated with
deficiency"
,"Meat, poultry, fish,
shellfish, legumes,
nuts, seeds, whole
grains, dark leafy
green vegetables",8–18 mg,"Transport of oxygen in
blood, production of ATP",
